# t (s)	mx ()	my ()	mz ()	E_total (J)
3.3600000000000004e-07	0.9567727661132812	-0.20336833953857422	0	9.951945000000003e-21
3.37e-07	0.9602524566650391	-0.19536556243896486	0	1.0696323000000001e-20
3.3800000000000004e-07	0.9635919189453125	-0.18730327606201172	0	1.1410717500000002e-20
3.39e-07	0.9667901611328125	-0.17918399810791016	0	1.2094898500000002e-20
3.4000000000000003e-07	0.9698462677001953	-0.17101009368896483	0	1.2748663500000004e-20
3.41e-07	0.9727593994140625	-0.16278409957885742	0	1.3371817000000004e-20
3.42e-07	0.9755282592773438	-0.15450849533081054	0	1.3964155500000002e-20
3.4300000000000004e-07	0.9781524658203125	-0.14618585586547853	0	1.4525515500000004e-20
3.44e-07	0.9806308746337891	-0.1378186798095703	0	1.5055711750000003e-20
3.4500000000000003e-07	0.9829629516601562	-0.1294095230102539	0	1.5554590500000003e-20
3.46e-07	0.9851477813720703	-0.12096095085144043	0	1.6021998250000005e-20
3.47e-07	0.9871849822998047	-0.11247552871704102	0	1.6457794250000002e-20
3.4800000000000005e-07	0.9890737915039063	-0.10395584106445313	0	1.6861844250000003e-20
3.49e-07	0.9908135986328125	-0.09540451049804688	0	1.7234025875e-20
3.5000000000000004e-07	0.9924040222167969	-0.08682409286499024	0	1.7574219250000003e-20
3.51e-07	0.9938441467285156	-0.07821722984313965	0	1.7882328250000004e-20
3.5200000000000003e-07	0.9951341247558594	-0.06958656311035157	0	1.8158262687500002e-20
3.53e-07	0.9962730407714844	-0.06093467235565186	0	1.8401923125000005e-20
3.54e-07	0.9972608947753906	-0.052264232635498044	0	1.8613253562500003e-20
3.5500000000000004e-07	0.9980973815917968	-0.043577871322631835	0	1.8792175812500003e-20
3.56e-07	0.9987820434570313	-0.03487823486328125	0	1.8938643062500006e-20
3.5700000000000003e-07	0.9993148040771485	-0.026167979240417482	0	1.9052609453125005e-20
3.58e-07	0.9996954345703125	-0.017449748516082764	0	1.9134034703125003e-20
3.59e-07	0.9999238586425782	-0.008726203441619873	0	1.9182901515625003e-20
